Verona Bridal	verona-bridal	"https://london.bridestory.com/images/c_fill,dpr_1.0,f_auto,fl_progressive,h_160,pg_1,q_80,w_160/v1/assets/verona-bridal-1-1577124179-S17_-K0CH/verona-bridal.png"	Bridal	"Selangor, MY"
THIO PASIFIK BRIDAL AND BOUTIQUE	thio-pasifik-bridal-and-boutique	"https://london.bridestory.com/images/c_fill,dpr_1.0,f_auto,fl_progressive,h_160,pg_1,q_80,w_160/v1/assets/bridestory_s1wd7f/thio-pasifik-bridal-and-boutique.jpg"	Bridal	"Surabaya, ID"
Bridal Tulip	bridal-tulip	"https://london.bridestory.com/images/c_fill,dpr_1.0,f_auto,fl_progressive,h_160,pg_1,q_80,w_160/v1/assets/47684317_102873310762444_8621631871551275008_n-rJNckdbSV/bridal-tulip.jpg"	Bridal	"Samarinda, ID"
Melly Wong Bridal	melly-wong-bridal		Bridal	"Surabaya, ID"
Rebecca Caroline	rebecca-caroline	"https://london.bridestory.com/images/c_fill,dpr_1.0,f_auto,fl_progressive,h_160,pg_1,q_80,w_160/v1/assets/image_jo6jap/rebecca-caroline.jpg"	Bridal	"Singapore, SG"
ZANITA QUEEN BRIDAL	zanita-queen-bridal	"https://london.bridestory.com/images/c_fill,dpr_1.0,f_auto,fl_progressive,h_160,pg_1,q_80,w_160/v1/assets/130e8edcb9a97b605b01f11c0af38fe5f562f50d/zanita-queen-bridal.jpg"	Bridal	"Surabaya, ID"
Buah Tangan Widuri	buah-tangan-widuri	"https://london.bridestory.com/images/c_fill,dpr_1.0,f_auto,fl_progressive,h_160,pg_1,q_80,w_160/v1/assets/logo-maroon-rJVj842yO/buah-tangan-widuri.png"	Bridal	"Jakarta, ID"
MeaMarie Bridal Atelier	meamarie-bridal-atelier	"https://london.bridestory.com/images/c_fill,dpr_1.0,f_auto,fl_progressive,h_160,pg_1,q_80,w_160/v1/assets/bridestory_rifwof/meamarie-bridal-atelier.jpg"	Bridal	"Kirkland (Washington), US"
Charites Professional Makeup	charites-professional-makeup	"https://london.bridestory.com/images/c_fill,dpr_1.0,f_auto,fl_progressive,h_160,pg_1,q_80,w_160/v1/assets/charites-professional-makeup_bridal-makeup1613460364_45-rJRjY4cW_/charites-professional-makeup.jpg"	Bridal	"New Delhi, IN"
Nelly Beauty Makeup	nelly-beauty-makeup	"https://london.bridestory.com/images/c_fill,dpr_1.0,f_auto,fl_progressive,h_160,pg_1,q_80,w_160/v1/assets/bridestory_zykqiu/nelly-beauty-makeup.jpg"	Bridal	"Surabaya, ID"
Makeupbysausan	makeupbysausan	"https://london.bridestory.com/images/c_fill,dpr_1.0,f_auto,fl_progressive,h_160,pg_1,q_80,w_160/v1/assets/make-up-artist-1-1539333787-rkSiRRaq7/makeupbysausan.png"	Bridal	"Jakarta, ID"
Atelma Botting	atelma-botting	"https://london.bridestory.com/images/c_fill,dpr_1.0,f_auto,fl_progressive,h_160,pg_1,q_80,w_160/v1/assets/bridestory-Byy1XihOw/atelma-botting.jpg"	Bridal	"Jakarta, ID"
Jessie Bridal	jessie-bridal	"https://london.bridestory.com/images/c_fill,dpr_1.0,f_auto,fl_progressive,h_160,pg_1,q_80,w_160/v1/assets/file_a8eqqi/jessie-bridal.png"	Bridal	"Tangerang, ID"
LeVien	levien-wedding	"https://london.bridestory.com/images/c_fill,dpr_1.0,f_auto,fl_progressive,h_160,pg_1,q_80,w_160/v1/assets/SABLON_BAG_svh7ol/levien-wedding.jpg"	Bridal	"Tangerang, ID"
Flawless By Lou	flawless-by-lou	"https://london.bridestory.com/images/c_fill,dpr_1.0,f_auto,fl_progressive,h_160,pg_1,q_80,w_160/v1/assets/image_q09eex/flawless-by-lou.jpg"	Bridal	"Melbourne (Victoria), AU"
Luminous Bridal Boutique	luminous-bridal-boutique	"https://london.bridestory.com/images/c_fill,dpr_1.0,f_auto,fl_progressive,h_160,pg_1,q_80,w_160/v1/assets/bb_w4431-BJNj2Y5VB/luminous-bridal-boutique.jpg"	Bridal	"Jakarta, ID"
House of Julia Stevan	house-julia-stevan	"https://london.bridestory.com/images/c_fill,dpr_1.0,f_auto,fl_progressive,h_160,pg_1,q_80,w_160/v1/assets/1440553646155_jiv9nt/house-julia-stevan.jpg"	Bridal	"Surabaya, ID"
Rias ID	rias-id	"https://london.bridestory.com/images/c_fill,dpr_1.0,f_auto,fl_progressive,h_160,pg_1,q_80,w_160/v1/assets/e6cfd7ded41868f618696fee581c867fc00a1419/rias-id.jpg"	Bridal	"Bandar Lampung, ID"
Francis'k Bride	francisk-bride-1	"https://london.bridestory.com/images/c_fill,dpr_1.0,f_auto,fl_progressive,h_160,pg_1,q_80,w_160/v1/assets/CRL_359edit_9_ta0o0v/francisk-bride-1.jpg"	Bridal	"Tangerang, ID"
Crystal Clarissa	crystal-clarissa	"https://london.bridestory.com/images/c_fill,dpr_1.0,f_auto,fl_progressive,h_160,pg_1,q_80,w_160/v1/assets/file_nspmf7/crystal-clarissa.png"	Bridal	"Bandung, ID"
redberry wedding	redberry-wedding	"https://london.bridestory.com/images/c_fill,dpr_1.0,f_auto,fl_progressive,h_160,pg_1,q_80,w_160/v1/assets/faf66a63466257f421622b9d562c78ef71b6a274/redberry-wedding.jpg"	Bridal	"Jakarta, ID"
Yentari Bridal House	yentari-bridal-house	"https://london.bridestory.com/images/c_fill,dpr_1.0,f_auto,fl_progressive,h_160,pg_1,q_80,w_160/v1/assets/307884b3-53a7-4b18-afa3-b0a1cd60f17e-HJevSES5w/yentari-bridal-house.jpg"	Bridal	"Tangerang, ID"
MONIKA WEBER Home of Fashion	monika-weber-home-fashion	"https://london.bridestory.com/images/c_fill,dpr_1.0,f_auto,fl_progressive,h_160,pg_1,q_80,w_160/v1/assets/bridestory-S1SLlm0km/monika-weber-home-fashion.jpg"	Bridal	"Bali, ID"
Eva Bridal & Make Up	eva-bridal-make	"https://london.bridestory.com/images/c_fill,dpr_1.0,f_auto,fl_progressive,h_160,pg_1,q_80,w_160/v1/assets/71F71768-F9FF-4811-AF5A-59DE7C90C900_k73l6v/eva-bridal-make.jpg"	Bridal	"Semarang, ID"
My Dream Wedding	my-dream-wedding-1	"https://london.bridestory.com/images/c_fill,dpr_1.0,f_auto,fl_progressive,h_160,pg_1,q_80,w_160/v1/assets/Untitled-1_uts7gh/my-dream-wedding-1.jpg"	Bridal	"Singapore, SG"
Lusiana Bride ( Bridal & Salon )	lusiana-bride	"https://london.bridestory.com/images/c_fill,dpr_1.0,f_auto,fl_progressive,h_160,pg_1,q_80,w_160/v1/assets/7_wrxveg/lusiana-bride.jpg"	Bridal	"Tangerang, ID"
Bright by Maria Damayanti	bright-by-maria-damayanti	"https://london.bridestory.com/images/c_fill,dpr_1.0,f_auto,fl_progressive,h_160,pg_1,q_80,w_160/v1/assets/bridestory-SkyuyrqeI/bright-by-maria-damayanti.jpg"	Bridal	"Bandung, ID"
makeupby_shivani	makeupby-shivani	"https://london.bridestory.com/images/c_fill,dpr_1.0,f_auto,fl_progressive,h_160,pg_1,q_80,w_160/v1/assets/bridestory-Sk-piD9qX/makeupby-shivani.jpg"	Bridal	"New Delhi, IN"
Elleonora Shindy	elleonora-shindy	"https://london.bridestory.com/images/c_fill,dpr_1.0,f_auto,fl_progressive,h_160,pg_1,q_80,w_160/v1/assets/elleonora-shindy-1520961021-BJw-8FHYz/elleonora-shindy.png"	Bridal	"Bandung, ID"
Bluebell Bridal	bluebell-bridal	"https://london.bridestory.com/images/c_fill,dpr_1.0,f_auto,fl_progressive,h_160,pg_1,q_80,w_160/v1/assets/profile-logo-4_idi85b/bluebell-bridal.jpg"	Bridal	"Melbourne (Victoria), AU"
Putri Cindana Couture	putri-cindana-couture	"https://london.bridestory.com/images/c_fill,dpr_1.0,f_auto,fl_progressive,h_160,pg_1,q_80,w_160/v1/assets/putri-cindana-couture-1612681734-rkyMfzagO/putri-cindana-couture.png"	Bridal	"Jakarta, ID"
Seyvia Charis	seyvia-charis	"https://london.bridestory.com/images/c_fill,dpr_1.0,f_auto,fl_progressive,h_160,pg_1,q_80,w_160/v1/assets/20180617_161228-HyUrUi7b7/seyvia-charis.png"	Bridal	"Yogyakarta, ID"
Mahaeswari Bridal	mahaeswari-bridal	"https://london.bridestory.com/images/c_fill,dpr_1.0,f_auto,fl_progressive,h_160,pg_1,q_80,w_160/v1/assets/bridestory-rkY-a343P/mahaeswari-bridal.jpg"	Bridal	"Salatiga, ID"
Silk and Style Bridal	silk-and-style-bridal	"https://london.bridestory.com/images/c_fill,dpr_1.0,f_auto,fl_progressive,h_160,pg_1,q_80,w_160/v1/assets/10379749_10153379858654575_8787429836451435182_o_jyluc6/silk-and-style-bridal.jpg"	Bridal	"Melbourne (Victoria), AU"
WhiteLink	whitelink	"https://london.bridestory.com/images/c_fill,dpr_1.0,f_auto,fl_progressive,h_160,pg_1,q_80,w_160/v1/assets/0010_ntwgnq/whitelink.jpg"	Bridal	"Singapore, SG"
FERRY SUNARTO	ferry-sunarto	"https://london.bridestory.com/images/c_fill,dpr_1.0,f_auto,fl_progressive,h_160,pg_1,q_80,w_160/v1/assets/b-H1aJp9OIS/ferry-sunarto.png"	Bridal	"Jakarta, ID"
JRW Bridal	jrw-bridal	"https://london.bridestory.com/images/c_fill,dpr_1.0,f_auto,fl_progressive,h_160,pg_1,q_80,w_160/v1/assets/jrw-bridal-1552956710-rkgEphaD4/jrw-bridal.png"	Bridal	"Perth (Western Australia), AU"
Wedding Island	wedding-island-1	"https://london.bridestory.com/images/c_fill,dpr_1.0,f_auto,fl_progressive,h_160,pg_1,q_80,w_160/v1/assets/IMG_1646_copy3_eanj9h/wedding-island-1.jpg"	Bridal	"Bandung, ID"
LOVE POTION	love-potion	"https://london.bridestory.com/images/c_fill,dpr_1.0,f_auto,fl_progressive,h_160,pg_1,q_80,w_160/v1/assets/Love_Potion-9290_fcwahu/love-potion.jpg"	Bridal	"Singapore, SG"
Natural Moslem	natural-moslem	"https://london.bridestory.com/images/c_fill,dpr_1.0,f_auto,fl_progressive,h_160,pg_1,q_80,w_160/v1/assets/31c82ecea4104264cf1014f0bfe59eacafafc15f/natural-moslem.jpg"	Bridal	"Surabaya, ID"
Sofiani Atelier	sofiani-atelier	"https://london.bridestory.com/images/c_fill,dpr_1.0,f_auto,fl_progressive,h_160,pg_1,q_80,w_160/v1/assets/sofiani-atelier-1613642860-r1HO2hiWO/sofiani-atelier.png"	Bridal	"Batam, ID"
Monding Sanchez Atelier	monding-sanchez-atelier	"https://london.bridestory.com/images/c_fill,dpr_1.0,f_auto,fl_progressive,h_160,pg_1,q_80,w_160/v1/assets/file_qucvt8/monding-sanchez-atelier.png"	Bridal	"Misamis Oriental, PH"
The Gown Warehouse	the-gown-warehouse	"https://london.bridestory.com/images/c_fill,dpr_1.0,f_auto,fl_progressive,h_160,pg_1,q_80,w_160/v1/assets/the-gown-warehouse-1542887278-H1IuDG40m/the-gown-warehouse.png"	Bridal	"Singapore, SG"
YANNA CHEN ATELIER	yanna-chen-atelier	"https://london.bridestory.com/images/c_fill,dpr_1.0,f_auto,fl_progressive,h_160,pg_1,q_80,w_160/v1/assets/bridestory_ygsdhw/yanna-chen-atelier.jpg"	Bridal	"Surabaya, ID"
ChrisYen wedding boutique	chrisyen-wedding-boutique	"https://london.bridestory.com/images/c_fill,dpr_1.0,f_auto,fl_progressive,h_160,pg_1,q_80,w_160/v1/assets/screen-shot-2019-05-03-at-17.09.47-HJ-979FjV/chrisyen-wedding-boutique.png"	Bridal	"Jakarta, ID"
Grace Atelier Weddings	grace-atelier-weddings	"https://london.bridestory.com/images/c_fill,dpr_1.0,f_auto,fl_progressive,h_160,pg_1,q_80,w_160/v1/assets/screen-shot-2019-06-17-at-6.18.37-pm-B1224k3Jr/grace-atelier-weddings.png"	Bridal	"Singapore, SG"
Spina Bride	spina-bride	"https://london.bridestory.com/images/c_fill,dpr_1.0,f_auto,fl_progressive,h_160,pg_1,q_80,w_160/v1/assets/file_i2bqah/spina-bride.png"	Bridal	"New York City, US"
My Dream Bridal and Wedding	my-dream-bridal-and-wedding	"https://london.bridestory.com/images/c_fill,dpr_1.0,f_auto,fl_progressive,h_160,pg_1,q_80,w_160/v1/assets/ar108227-HyGiOIq5I/my-dream-bridal-and-wedding.jpg"	Bridal	"Bali, ID"
Vivie Bride	vivie-bride	"https://london.bridestory.com/images/c_fill,dpr_1.0,f_auto,fl_progressive,h_160,pg_1,q_80,w_160/v1/assets/whatsapp-image-2019-05-15-at-17.19.27-HJIrcSwvB/vivie-bride.jpg"	Bridal	"Tangerang, ID"
Fay Diane Bridal & Couture	fay-diane-bridal-couture	"https://london.bridestory.com/images/c_fill,dpr_1.0,f_auto,fl_progressive,h_160,pg_1,q_80,w_160/v1/assets/7N9A3172_flh6ma/fay-diane-bridal-couture.jpg"	Bridal	"Bandung, ID"
Dang Bridal	dang-bridal	"https://london.bridestory.com/images/c_fill,dpr_1.0,f_auto,fl_progressive,h_160,pg_1,q_80,w_160/v1/assets/file_jcffok/dang-bridal.png"	Bridal	"Singapore, SG"
precious wedding	precious-wedding	"https://london.bridestory.com/images/c_fill,dpr_1.0,f_auto,fl_progressive,h_160,pg_1,q_80,w_160/v1/assets/preciouswedding_rkxyhp/precious-wedding.jpg"	Bridal	"Selangor, MY"
Queen Gracia Bridal	queen-gracia-bridal	"https://london.bridestory.com/images/c_fill,dpr_1.0,f_auto,fl_progressive,h_160,pg_1,q_80,w_160/v1/assets/queen-gracia-bridal-1573989373-rkwbhsAjH/queen-gracia-bridal.png"	Bridal	"Manado, ID"
Yohana Lestari Bridal & Make up School	yohana-lestari-bridal-make-school	"https://london.bridestory.com/images/c_fill,dpr_1.0,f_auto,fl_progressive,h_160,pg_1,q_80,w_160/v1/assets/IG_fxdhq1/yohana-lestari-bridal-make-school.jpg"	Bridal	"Jakarta, ID"
Tommy Figo	tommy-figo	"https://london.bridestory.com/images/c_fill,dpr_1.0,f_auto,fl_progressive,h_160,pg_1,q_80,w_160/v1/assets/image_2727/tommy-figo.jpg"	Bridal	"Jakarta, ID"
Dorren Mallory Prestige	dorren-mallory-prestige-1	"https://london.bridestory.com/images/c_fill,dpr_1.0,f_auto,fl_progressive,h_160,pg_1,q_80,w_160/v1/assets/1171_ldfbiw/dorren-mallory-prestige-1.jpg"	Bridal	"Bandung, ID"
Sheila Wang Professional Make Up Artist and Bridal	sheila-wang-professional-make-artist-and-bridal	"https://london.bridestory.com/images/c_fill,dpr_1.0,f_auto,fl_progressive,h_160,pg_1,q_80,w_160/v1/assets/image_eqsgod/sheila-wang-professional-make-artist-and-bridal.jpg"	Bridal	"Tangerang, ID"
Lees Wedding	lees-wedding	"https://london.bridestory.com/images/c_fill,dpr_1.0,f_auto,fl_progressive,h_160,pg_1,q_80,w_160/v1/assets/12938302_575812179259453_5875834290408539498_n_ox3avi/lees-wedding.jpg"	Bridal	"Malacca, MY"
DHITA bride	dhita-bride	"https://london.bridestory.com/images/c_fill,dpr_1.0,f_auto,fl_progressive,h_160,pg_1,q_80,w_160/v1/assets/io8a2241/dhita-bride.jpg"	Bridal	"Jakarta, ID"
The Walimah Planner Syari Brides	the-walimah-planner-syari-brides	"https://london.bridestory.com/images/c_fill,dpr_1.0,f_auto,fl_progressive,h_160,pg_1,q_80,w_160/v1/assets/textgram_1501291209-SJ4C1cjQf/the-walimah-planner-syari-brides.png"	Bridal	"Bekasi, ID"
Barli Asmara Couture	barli-asmara-couture	"https://london.bridestory.com/images/c_fill,dpr_1.0,f_auto,fl_progressive,h_160,pg_1,q_80,w_160/v1/assets/rio_3152_copy_0/barli-asmara-couture.jpg"	Bridal	"Jakarta, ID"
Fennie Salon	fennie-salon	"https://london.bridestory.com/images/c_fill,dpr_1.0,f_auto,fl_progressive,h_160,pg_1,q_80,w_160/v1/assets/Al43z_aKhsgvcpvsi68tE46WAk1RrwlBz1FeYqw5PgGp_rrlusq/fennie-salon.jpg"	Bridal	"Banjarmasin, ID"
Laumard	laumard	"https://london.bridestory.com/images/c_fill,dpr_1.0,f_auto,fl_progressive,h_160,pg_1,q_80,w_160/v1/assets/img_20140525_220816/laumard.jpg"	Bridal	"Bandung, ID"
DE SANTTO WEDDING GALLERY	de-santto-wedding-gallery	"https://london.bridestory.com/images/c_fill,dpr_1.0,f_auto,fl_progressive,h_160,pg_1,q_80,w_160/v1/assets/SLP_1265_dipfcy/de-santto-wedding-gallery.jpg"	Bridal	"Perak, MY"
Kenneth Bridal	kenneth-bridal	"https://london.bridestory.com/images/c_fill,dpr_1.0,f_auto,fl_progressive,h_160,pg_1,q_80,w_160/v1/assets/bridestory-ByEaSEmXw/kenneth-bridal.jpg"	Bridal	"Tangerang, ID"
Nicole Lim	nicole-lim	"https://london.bridestory.com/images/c_fill,dpr_1.0,f_auto,fl_progressive,h_160,pg_1,q_80,w_160/v1/assets/sample-7-1-HJ-qBQBtG/nicole-lim.png"	Bridal	"Batangas, PH"
Benita Octaviana	benita-octaviana	"https://london.bridestory.com/images/c_fill,dpr_1.0,f_auto,fl_progressive,h_160,pg_1,q_80,w_160/v1/assets/benita-octaviana-1516365763-S1jawPySf/benita-octaviana.png"	Bridal	"Jakarta, ID"
CS Bridal Gallery	cs-bridal-gallery	"https://london.bridestory.com/images/c_fill,dpr_1.0,f_auto,fl_progressive,h_160,pg_1,q_80,w_160/v1/assets/31e_pvghni/cs-bridal-gallery.jpg"	Bridal	"Penang, MY"
meydeli bridal & boutique	meydeli-bridal-boutique	"https://london.bridestory.com/images/c_fill,dpr_1.0,f_auto,fl_progressive,h_160,pg_1,q_80,w_160/v1/assets/meydeli-bridal-boutiquel-1531147537-r1fXHebXm/meydeli-bridal-boutique.png"	Bridal	"Tangerang, ID"
Vaughn Tan	vaughn-tan	"https://london.bridestory.com/images/c_fill,dpr_1.0,f_auto,fl_progressive,h_160,pg_1,q_80,w_160/v1/assets/file_dnll7o/vaughn-tan.png"	Bridal	"Singapore, SG"
Raddin Wedding	raddin-wedding	"https://london.bridestory.com/images/c_fill,dpr_1.0,f_auto,fl_progressive,h_160,pg_1,q_80,w_160/v1/assets/rias_pengantin_solo_muslim_ny2tba/raddin-wedding.jpg"	Bridal	"Surabaya, ID"
Raffaele Ciuca Bridal	raffaele-ciuca-bridal	"https://london.bridestory.com/images/c_fill,dpr_1.0,f_auto,fl_progressive,h_160,pg_1,q_80,w_160/v1/assets/raffaeleciucalogo_se5oab/raffaele-ciuca-bridal.png"	Bridal	"Melbourne (Victoria), AU"
Luna Bianca Bridal Boutique	luna-bianca-bridal-boutique	"https://london.bridestory.com/images/c_fill,dpr_1.0,f_auto,fl_progressive,h_160,pg_1,q_80,w_160/v1/assets/logo_magicalblue-HJ0454xpQ/luna-bianca-bridal-boutique.jpg"	Bridal	"Singapore, SG"
"Dini Bridal, Salon & Beauty Course"	dini-bridal-salon-beauty-course	"https://london.bridestory.com/images/c_fill,dpr_1.0,f_auto,fl_progressive,h_160,pg_1,q_80,w_160/v1/assets/bridestory-H1lXk00r7/dini-bridal-salon-beauty-course.jpg"	Bridal	"Semarang, ID"
Weddingbliss	weddingbliss	"https://london.bridestory.com/images/c_fill,dpr_1.0,f_auto,fl_progressive,h_160,pg_1,q_80,w_160/v1/assets/file_uqxix6/weddingbliss.png"	Bridal	"Polis (Paphos), CY"
VÉRE /studio - bespoke gown and makeup specialist	vere-studio-bespoke-gown-and-makeup-specialist	"https://london.bridestory.com/images/c_fill,dpr_1.0,f_auto,fl_progressive,h_160,pg_1,q_80,w_160/v1/assets/logo-vere-11-S1YGPGCMD/vere-studio-bespoke-gown-and-makeup-specialist.png"	Bridal	"Tangerang, ID"
Verena Mia	verena-mia	"https://london.bridestory.com/images/c_fill,dpr_1.0,f_auto,fl_progressive,h_160,pg_1,q_80,w_160/v1/assets/verena-mia-1562503760-SkFI9D1br/verena-mia.png"	Bridal	"Jakarta, ID"
